,date_time,Open,High,Low,Close
0,01/03/2022 09:15,36621.0,36621.0,35708.05,35811.85
1,01/03/2022 09:16,35813.95,35825.75,35798.7,35798.7
2,01/03/2022 09:17,35796.55,35796.9,35757.4,35782.6
3,01/03/2022 09:18,35782.6,35834.25,35782.6,35834.25
4,01/03/2022 09:19,35830.5,35839.65,35823.4,35835.0
5,01/03/2022 09:20,35839.0,35840.0,35810.05,35810.6
6,01/03/2022 09:21,35809.65,35809.65,35773.85,35785.85
7,01/03/2022 09:22,35787.4,35797.0,35775.05,35794.05
8,01/03/2022 09:23,35799.25,35799.25,35742.55,35752.9
9,01/03/2022 09:24,35742.0,35742.0,35673.25,35698.35
10,01/03/2022 09:25,35697.7,35746.45,35697.7,35705.05
11,01/03/2022 09:26,35705.95,35725.95,35701.1,35721.85
12,01/03/2022 09:27,35721.7,35731.0,35710.4,35730.0
13,01/03/2022 09:28,35737.45,35765.9,35737.45,35755.4
14,01/03/2022 09:29,35756.1,35763.95,35731.65,35740.0
15,01/03/2022 09:30,35741.2,35755.55,35726.6,35735.95
16,01/03/2022 09:31,35736.0,35736.0,35650.3,35693.8
17,01/03/2022 09:32,35689.6,35693.1,35675.0,35676.0
18,01/03/2022 09:33,35668.0,35705.0,35668.0,35704.7
19,01/03/2022 09:34,35695.0,35743.3,35691.5,35743.3
20,01/03/2022 09:35,35748.0,35764.75,35737.9,35737.9
21,01/03/2022 09:36,35749.0,35770.0,35742.8,35762.25
22,01/03/2022 09:37,35765.0,35775.15,35760.45,35772.75
23,01/03/2022 09:38,35766.8,35790.0,35766.8,35785.95
24,01/03/2022 09:39,35781.05,35802.0,35780.0,35794.4
25,01/03/2022 09:40,35795.6,35796.4,35773.0,35790.0
26,01/03/2022 09:41,35785.8,35792.0,35778.35,35792.0
27,01/03/2022 09:42,35790.0,35791.05,35767.7,35782.0
28,01/03/2022 09:43,35786.0,35786.0,35767.7,35784.2
29,01/03/2022 09:44,35786.9,35786.9,35770.5,35771.0
30,01/03/2022 09:45,35770.7,35795.7,35757.1,35787.15
31,01/03/2022 09:46,35788.0,35834.3,35788.0,35834.3
32,01/03/2022 09:47,35860.9,35874.5,35850.1,35870.1
33,01/03/2022 09:48,35869.95,35891.85,35854.45,35885.35
34,01/03/2022 09:49,35893.15,35900.0,35890.25,35899.0
35,01/03/2022 09:50,35904.7,35911.6,35886.4,35911.6
36,01/03/2022 09:51,35911.1,35925.1,35909.2,35914.3
37,01/03/2022 09:52,35909.9,35920.75,35908.65,35916.55
38,01/03/2022 09:53,35917.7,35944.8,35906.9,35940.25
39,01/03/2022 09:54,35939.0,35943.3,35921.0,35943.3
40,01/03/2022 09:55,35944.95,35944.95,35912.15,35913.0
41,01/03/2022 09:56,35915.0,35925.0,35910.05,35912.0
42,01/03/2022 09:57,35910.0,35957.05,35910.0,35952.75
43,01/03/2022 09:58,35949.55,35949.55,35925.0,35929.9
44,01/03/2022 09:59,35930.65,35933.6,35921.35,35924.55
45,01/03/2022 10:00,35930.0,35941.0,35920.05,35936.0
46,01/03/2022 10:01,35934.05,35940.0,35925.0,35931.25
47,01/03/2022 10:02,35930.0,35935.0,35923.15,35929.25
48,01/03/2022 10:03,35930.2,35973.0,35930.05,35970.0
49,01/03/2022 10:04,35970.15,35989.9,35969.25,35981.8
50,01/03/2022 10:05,35987.65,35987.65,35963.0,35971.95
51,01/03/2022 10:06,35965.6,35970.0,35949.25,35949.25
52,01/03/2022 10:07,35951.95,35974.3,35950.4,35960.0
53,01/03/2022 10:08,35955.0,35963.7,35950.6,35955.45
54,01/03/2022 10:09,35961.35,35970.0,35957.15,35970.0
55,01/03/2022 10:10,35970.85,35980.0,35964.0,35967.6
56,01/03/2022 10:11,35971.4,35975.0,35967.6,35969.4
57,01/03/2022 10:12,35969.25,35969.25,35954.0,35969.0
58,01/03/2022 10:13,35969.05,35969.05,35952.4,35961.0
59,01/03/2022 10:14,35960.3,35962.0,35952.0,35953.0
60,01/03/2022 10:15,35958.8,35959.5,35935.0,35943.0
61,01/03/2022 10:16,35936.45,35944.1,35920.0,35930.05
62,01/03/2022 10:17,35932.45,35935.7,35922.0,35930.0
63,01/03/2022 10:18,35928.15,35940.0,35926.1,35933.1
64,01/03/2022 10:19,35933.1,35963.4,35932.75,35948.9
65,01/03/2022 10:20,35948.9,35966.2,35941.9,35966.2
66,01/03/2022 10:21,35964.45,35974.3,35961.2,35970.0
67,01/03/2022 10:22,35972.35,35972.35,35963.05,35963.05
68,01/03/2022 10:23,35965.25,36000.0,35964.4,35997.0
69,01/03/2022 10:24,35995.0,36012.35,35995.0,36011.3
70,01/03/2022 10:25,36015.05,36016.95,36001.0,36003.95
71,01/03/2022 10:26,36001.35,36026.95,36001.35,36019.6
72,01/03/2022 10:27,36027.5,36029.4,36010.2,36010.2
73,01/03/2022 10:28,36011.1,36020.0,36010.0,36014.95
74,01/03/2022 10:29,36013.25,36031.6,36013.25,36029.4
75,01/03/2022 10:30,36027.7,36052.25,36027.7,36043.15
76,01/03/2022 10:31,36043.65,36050.0,36028.4,36028.4
77,01/03/2022 10:32,36020.0,36073.95,36020.0,36068.4
78,01/03/2022 10:33,36067.75,36073.5,36052.25,36054.95
79,01/03/2022 10:34,36054.85,36063.8,36050.95,36055.95
80,01/03/2022 10:35,36052.6,36058.3,36048.0,36055.0
81,01/03/2022 10:36,36053.15,36057.7,36036.2,36036.2
82,01/03/2022 10:37,36038.2,36040.0,36030.75,36037.2
83,01/03/2022 10:38,36036.6,36036.6,36027.15,36027.7
84,01/03/2022 10:39,36027.5,36039.45,36018.1,36018.1
85,01/03/2022 10:40,36017.5,36040.0,36017.5,36030.0
86,01/03/2022 10:41,36031.0,36042.7,36029.8,36029.8
87,01/03/2022 10:42,36033.5,36038.0,36018.05,36022.95
88,01/03/2022 10:43,36022.95,36033.0,36014.7,36014.7
89,01/03/2022 10:44,36010.0,36025.0,36009.4,36015.55
90,01/03/2022 10:45,36020.25,36030.0,36018.2,36021.3
91,01/03/2022 10:46,36018.6,36030.0,36018.6,36030.0
92,01/03/2022 10:47,36030.0,36030.0,36010.0,36019.0
93,01/03/2022 10:48,36020.0,36020.0,36010.0,36010.2
94,01/03/2022 10:49,36013.65,36020.0,36010.05,36018.05
95,01/03/2022 10:50,36020.0,36021.0,36011.65,36020.0
96,01/03/2022 10:51,36020.0,36028.2,36017.0,36019.2
97,01/03/2022 10:52,36019.2,36022.0,36010.1,36022.0
98,01/03/2022 10:53,36021.75,36025.4,36009.65,36009.65
99,01/03/2022 10:54,36000.0,36019.0,36000.0,36010.25
100,01/03/2022 10:55,36013.75,36020.9,36001.75,36020.35
101,01/03/2022 10:56,36020.35,36036.15,36010.45,36032.4
102,01/03/2022 10:57,36032.4,36048.75,36032.4,36041.2
103,01/03/2022 10:58,36047.0,36061.8,36043.45,36061.8
104,01/03/2022 10:59,36056.1,36058.7,36045.15,36047.65
105,01/03/2022 11:00,36050.5,36059.0,36045.0,36045.0
106,01/03/2022 11:01,36045.0,36049.95,36040.0,36040.0
107,01/03/2022 11:02,36034.55,36042.25,36026.4,36026.4
108,01/03/2022 11:03,36033.7,36033.7,36026.05,36028.0
109,01/03/2022 11:04,36028.0,36035.0,36022.0,36029.7
110,01/03/2022 11:05,36029.15,36050.15,36029.15,36049.95
111,01/03/2022 11:06,36049.95,36052.85,36042.05,36048.45
112,01/03/2022 11:07,36045.0,36049.55,36038.7,36038.7
113,01/03/2022 11:08,36038.95,36040.0,36032.1,36033.05
114,01/03/2022 11:09,36032.1,36039.95,36029.8,36030.0
115,01/03/2022 11:10,36030.0,36034.25,36025.05,36029.85
116,01/03/2022 11:11,36025.0,36030.05,36025.0,36028.6
117,01/03/2022 11:12,36028.6,36067.8,36028.6,36063.75
118,01/03/2022 11:13,36063.75,36091.4,36063.75,36088.15
119,01/03/2022 11:14,36090.0,36114.0,36090.0,36114.0
120,01/03/2022 11:15,36110.05,36119.0,36100.0,36101.0
121,01/03/2022 11:16,36100.0,36104.65,36090.75,36100.0
122,01/03/2022 11:17,36098.85,36104.85,36090.65,36098.05
123,01/03/2022 11:18,36097.1,36101.75,36092.45,36100.0
124,01/03/2022 11:19,36100.0,36148.0,36097.05,36145.2
125,01/03/2022 11:20,36148.0,36158.75,36140.6,36149.4
126,01/03/2022 11:21,36145.0,36150.0,36140.5,36144.55
127,01/03/2022 11:22,36144.35,36149.05,36128.55,36134.0
128,01/03/2022 11:23,36132.6,36140.0,36126.05,36140.0
129,01/03/2022 11:24,36140.1,36160.8,36139.5,36151.0
130,01/03/2022 11:25,36151.3,36153.55,36138.2,36145.0
131,01/03/2022 11:26,36145.0,36147.95,36135.0,36138.7
132,01/03/2022 11:27,36138.7,36141.95,36130.55,36136.9
133,01/03/2022 11:28,36137.0,36137.0,36120.1,36122.4
134,01/03/2022 11:29,36122.05,36130.6,36117.75,36126.45
135,01/03/2022 11:30,36122.6,36125.0,36106.45,36112.1
136,01/03/2022 11:31,36109.8,36115.9,36088.0,36090.15
137,01/03/2022 11:32,36088.85,36106.85,36084.4,36100.95
138,01/03/2022 11:33,36101.2,36103.6,36090.5,36097.75
139,01/03/2022 11:34,36095.95,36098.0,36085.5,36085.5
140,01/03/2022 11:35,36085.0,36106.75,36085.0,36105.0
141,01/03/2022 11:36,36105.0,36105.0,36085.0,36089.35
142,01/03/2022 11:37,36089.35,36089.6,36084.55,36085.0
143,01/03/2022 11:38,36085.0,36085.0,36075.0,36075.15
144,01/03/2022 11:39,36075.4,36088.15,36066.15,36088.15
145,01/03/2022 11:40,36089.9,36118.0,36085.0,36106.35
146,01/03/2022 11:41,36103.5,36115.85,36103.5,36112.95
147,01/03/2022 11:42,36110.1,36125.65,36110.1,36117.0
148,01/03/2022 11:43,36114.8,36120.7,36113.0,36113.0
149,01/03/2022 11:44,36112.85,36117.7,36111.1,36111.1
150,01/03/2022 11:45,36111.1,36113.8,36101.6,36101.6
151,01/03/2022 11:46,36103.15,36107.4,36094.3,36098.2
152,01/03/2022 11:47,36093.95,36098.2,36088.0,36090.2
153,01/03/2022 11:48,36092.0,36095.0,36086.0,36095.0
154,01/03/2022 11:49,36096.0,36103.3,36095.4,36095.45
155,01/03/2022 11:50,36095.45,36099.0,36090.85,36095.95
156,01/03/2022 11:51,36093.4,36094.75,36081.45,36081.45
157,01/03/2022 11:52,36082.7,36091.45,36080.1,36091.45
158,01/03/2022 11:53,36091.45,36097.25,36090.0,36090.95
159,01/03/2022 11:54,36090.0,36111.55,36088.95,36111.25
160,01/03/2022 11:55,36105.0,36110.15,36096.1,36096.1
161,01/03/2022 11:56,36100.0,36100.0,36082.55,36089.65
162,01/03/2022 11:57,36089.65,36092.95,36086.05,36090.0
163,01/03/2022 11:58,36087.0,36099.25,36087.0,36090.0
164,01/03/2022 11:59,36092.05,36125.0,36089.1,36119.2
165,01/03/2022 12:00,36123.55,36132.9,36108.75,36110.0
166,01/03/2022 12:01,36111.6,36115.7,36102.2,36105.0
167,01/03/2022 12:02,36110.0,36120.0,36110.0,36110.0
168,01/03/2022 12:03,36112.55,36116.2,36108.0,36108.0
169,01/03/2022 12:04,36105.0,36113.75,36102.3,36108.05
170,01/03/2022 12:05,36108.05,36112.15,36092.85,36095.0
171,01/03/2022 12:06,36093.0,36112.45,36093.0,36112.45
172,01/03/2022 12:07,36110.0,36119.0,36110.0,36115.6
173,01/03/2022 12:08,36111.05,36129.95,36111.05,36119.15
174,01/03/2022 12:09,36115.0,36116.15,36100.2,36103.2
175,01/03/2022 12:10,36102.55,36109.5,36098.7,36106.35
176,01/03/2022 12:11,36106.35,36117.8,36104.65,36115.0
177,01/03/2022 12:12,36115.0,36118.75,36110.0,36115.0
178,01/03/2022 12:13,36115.0,36126.05,36112.1,36121.35
179,01/03/2022 12:14,36122.95,36132.2,36122.95,36129.7
180,01/03/2022 12:15,36129.7,36159.95,36129.7,36157.15
181,01/03/2022 12:16,36158.0,36159.95,36142.0,36150.9
182,01/03/2022 12:17,36150.6,36150.75,36144.4,36149.95
183,01/03/2022 12:18,36149.95,36183.0,36144.05,36168.95
184,01/03/2022 12:19,36169.05,36183.95,36169.05,36180.0
185,01/03/2022 12:20,36183.6,36187.4,36170.05,36170.35
186,01/03/2022 12:21,36170.0,36177.95,36164.8,36177.95
187,01/03/2022 12:22,36173.15,36192.3,36173.15,36187.45
188,01/03/2022 12:23,36190.0,36192.3,36180.0,36190.0
189,01/03/2022 12:24,36190.0,36195.0,36185.0,36192.55
190,01/03/2022 12:25,36192.55,36197.0,36180.05,36182.5
191,01/03/2022 12:26,36180.0,36198.25,36180.0,36196.8
192,01/03/2022 12:27,36198.55,36200.0,36187.6,36190.8
193,01/03/2022 12:28,36195.9,36200.0,36184.75,36198.05
194,01/03/2022 12:29,36190.1,36209.0,36190.0,36204.45
195,01/03/2022 12:30,36212.0,36225.0,36210.0,36220.0
196,01/03/2022 12:31,36221.95,36225.4,36216.35,36221.95
197,01/03/2022 12:32,36219.75,36221.75,36205.25,36208.0
198,01/03/2022 12:33,36208.7,36208.7,36201.0,36201.05
199,01/03/2022 12:34,36202.05,36208.0,36200.0,36201.0
200,01/03/2022 12:35,36198.8,36207.25,36198.8,36202.55
201,01/03/2022 12:36,36210.0,36224.0,36210.0,36223.1
202,01/03/2022 12:37,36223.1,36245.0,36223.1,36242.25
203,01/03/2022 12:38,36245.0,36247.0,36230.0,36235.0
204,01/03/2022 12:39,36236.4,36237.55,36226.25,36228.0
205,01/03/2022 12:40,36232.0,36236.05,36223.5,36225.95
206,01/03/2022 12:41,36226.9,36262.0,36220.0,36262.0
207,01/03/2022 12:42,36256.95,36280.0,36250.4,36278.95
208,01/03/2022 12:43,36280.0,36280.0,36261.55,36267.35
209,01/03/2022 12:44,36265.0,36272.6,36255.5,36262.8
210,01/03/2022 12:45,36260.0,36275.25,36257.05,36275.25
211,01/03/2022 12:46,36278.4,36305.55,36278.4,36295.9
212,01/03/2022 12:47,36292.55,36294.0,36284.2,36290.3
213,01/03/2022 12:48,36290.25,36310.55,36275.0,36310.55
214,01/03/2022 12:49,36306.9,36330.4,36306.0,36310.0
215,01/03/2022 12:50,36310.0,36310.95,36291.0,36291.0
216,01/03/2022 12:51,36291.0,36292.0,36278.0,36281.2
217,01/03/2022 12:52,36285.0,36293.8,36275.25,36275.7
218,01/03/2022 12:53,36282.55,36298.9,36280.05,36293.05
