,date_time,Open,High,Low,Close
219,01/03/2022 12:54,36290.0,36290.5,36281.5,36285.1
220,01/03/2022 12:55,36285.0,36285.0,36249.0,36249.0
221,01/03/2022 12:56,36255.55,36271.8,36255.55,36265.45
222,01/03/2022 12:57,36267.55,36280.0,36266.05,36270.35
223,01/03/2022 12:58,36268.25,36270.25,36252.85,36255.05
224,01/03/2022 12:59,36255.1,36274.4,36253.05,36265.3
225,01/03/2022 13:00,36262.8,36274.8,36261.15,36274.8
226,01/03/2022 13:01,36276.8,36288.05,36275.0,36281.3
227,01/03/2022 13:02,36277.7,36277.95,36265.1,36273.0
228,01/03/2022 13:03,36276.15,36276.15,36260.0,36260.0
229,01/03/2022 13:04,36260.4,36279.75,36259.9,36274.0
230,01/03/2022 13:05,36268.1,36283.65,36265.7,36279.55
231,01/03/2022 13:06,36279.55,36284.0,36270.0,36273.0
232,01/03/2022 13:07,36270.0,36274.5,36263.75,36266.7
233,01/03/2022 13:08,36266.7,36268.1,36251.6,36251.6
234,01/03/2022 13:09,36256.05,36277.95,36250.0,36274.6
235,01/03/2022 13:10,36277.0,36296.0,36277.0,36283.85
236,01/03/2022 13:11,36281.0,36294.95,36281.0,36294.25
237,01/03/2022 13:12,36293.4,36316.3,36287.05,36311.4
238,01/03/2022 13:13,36304.0,36312.0,36297.2,36297.2
239,01/03/2022 13:14,36301.0,36306.0,36291.0,36298.85
240,01/03/2022 13:15,36298.85,36302.95,36290.7,36302.95
241,01/03/2022 13:16,36304.8,36324.8,36300.0,36320.45
242,01/03/2022 13:17,36323.9,36328.0,36310.0,36312.75
243,01/03/2022 13:18,36310.05,36312.4,36306.05,36310.0
244,01/03/2022 13:19,36310.0,36310.0,36289.65,36290.0
245,01/03/2022 13:20,36287.35,36301.0,36271.45,36301.0
246,01/03/2022 13:21,36302.45,36340.0,36302.45,36335.0
247,01/03/2022 13:22,36335.05,36335.05,36321.7,36330.0
248,01/03/2022 13:23,36330.0,36334.45,36307.8,36314.1
249,01/03/2022 13:24,36319.7,36319.7,36307.0,36309.15
250,01/03/2022 13:25,36304.5,36310.35,36290.95,36300.75
251,01/03/2022 13:26,36303.1,36320.0,36303.1,36320.0
252,01/03/2022 13:27,36320.65,36320.65,36305.5,36315.35
253,01/03/2022 13:28,36316.4,36338.85,36311.8,36338.85
254,01/03/2022 13:29,36338.35,36338.35,36320.75,36323.05
255,01/03/2022 13:30,36327.0,36330.0,36310.0,36310.0
256,01/03/2022 13:31,36310.2,36310.35,36291.0,36295.4
257,01/03/2022 13:32,36300.0,36315.0,36300.0,36310.0
258,01/03/2022 13:33,36310.0,36333.1,36310.0,36323.7
259,01/03/2022 13:34,36323.7,36334.0,36323.7,36326.5
260,01/03/2022 13:35,36323.35,36329.0,36313.65,36313.85
261,01/03/2022 13:36,36313.85,36313.85,36300.05,36303.9
262,01/03/2022 13:37,36307.05,36312.95,36302.1,36310.0
263,01/03/2022 13:38,36311.25,36311.25,36300.1,36301.0
264,01/03/2022 13:39,36301.25,36301.25,36285.4,36288.35
265,01/03/2022 13:40,36287.55,36296.5,36270.35,36270.35
266,01/03/2022 13:41,36281.15,36311.3,36280.05,36304.35
267,01/03/2022 13:42,36299.9,36302.5,36291.55,36300.0
268,01/03/2022 13:43,36300.0,36304.7,36294.1,36302.35
269,01/03/2022 13:44,36302.4,36308.3,36292.15,36303.6
270,01/03/2022 13:45,36302.6,36315.0,36300.05,36315.0
271,01/03/2022 13:46,36313.3,36347.85,36313.0,36328.15
272,01/03/2022 13:47,36330.65,36332.85,36313.6,36321.15
273,01/03/2022 13:48,36330.0,36350.0,36325.8,36349.95
274,01/03/2022 13:49,36345.5,36372.0,36345.5,36365.0
275,01/03/2022 13:50,36368.45,36383.3,36365.0,36380.0
276,01/03/2022 13:51,36378.45,36379.95,36361.1,36361.1
277,01/03/2022 13:52,36368.3,36393.7,36363.35,36385.85
278,01/03/2022 13:53,36385.0,36385.4,36367.25,36368.85
279,01/03/2022 13:54,36373.3,36375.0,36360.0,36361.4
280,01/03/2022 13:55,36361.3,36370.0,36352.2,36352.2
281,01/03/2022 13:56,36354.65,36360.0,36346.3,36355.05
282,01/03/2022 13:57,36355.05,36371.65,36350.55,36371.65
283,01/03/2022 13:58,36373.5,36373.5,36355.75,36362.4
284,01/03/2022 13:59,36359.35,36372.1,36355.05,36370.55
285,01/03/2022 14:00,36360.0,36373.0,36356.05,36370.3
286,01/03/2022 14:01,36370.65,36396.05,36363.2,36391.0
287,01/03/2022 14:02,36394.05,36405.95,36389.45,36402.3
288,01/03/2022 14:03,36403.9,36403.9,36381.15,36381.15
289,01/03/2022 14:04,36385.0,36389.7,36365.1,36373.5
290,01/03/2022 14:05,36372.8,36374.2,36362.1,36370.0
291,01/03/2022 14:06,36371.15,36385.0,36370.0,36383.65
292,01/03/2022 14:07,36379.6,36397.95,36379.6,36394.3
293,01/03/2022 14:08,36395.6,36400.0,36390.75,36400.0
294,01/03/2022 14:09,36400.0,36418.3,36396.3,36410.0
295,01/03/2022 14:10,36413.0,36416.4,36407.8,36412.7
296,01/03/2022 14:11,36411.75,36425.0,36411.75,36416.9
297,01/03/2022 14:12,36418.55,36432.0,36418.55,36430.0
298,01/03/2022 14:13,36432.25,36437.0,36422.0,36428.65
299,01/03/2022 14:14,36425.3,36429.2,36421.25,36421.95
300,01/03/2022 14:15,36424.8,36430.0,36411.6,36430.0
301,01/03/2022 14:16,36431.0,36445.0,36421.3,36423.05
302,01/03/2022 14:17,36421.05,36421.05,36405.4,36406.05
303,01/03/2022 14:18,36408.55,36454.0,36408.55,36448.0
304,01/03/2022 14:19,36446.1,36489.45,36446.1,36489.45
305,01/03/2022 14:20,36485.05,36495.1,36474.65,36486.75
306,01/03/2022 14:21,36483.2,36489.0,36463.65,36477.45
307,01/03/2022 14:22,36478.25,36497.55,36477.0,36493.9
308,01/03/2022 14:23,36491.2,36503.05,36481.5,36481.5
309,01/03/2022 14:24,36484.15,36514.35,36484.15,36514.0
310,01/03/2022 14:25,36510.0,36524.95,36506.7,36523.45
311,01/03/2022 14:26,36520.65,36544.7,36520.65,36543.1
312,01/03/2022 14:27,36542.1,36543.45,36522.0,36539.0
313,01/03/2022 14:28,36540.0,36546.5,36530.0,36534.9
314,01/03/2022 14:29,36534.9,36552.45,36534.9,36546.6
315,01/03/2022 14:30,36546.6,36546.65,36511.35,36520.0
316,01/03/2022 14:31,36521.3,36544.95,36521.3,36542.0
317,01/03/2022 14:32,36541.0,36541.0,36520.65,36531.0
318,01/03/2022 14:33,36523.25,36586.3,36523.25,36575.25
319,01/03/2022 14:34,36576.45,36594.95,36576.45,36584.0
320,01/03/2022 14:35,36584.15,36600.0,36584.15,36600.0
321,01/03/2022 14:36,36595.3,36597.55,36584.6,36589.85
322,01/03/2022 14:37,36584.35,36585.35,36568.0,36576.0
323,01/03/2022 14:38,36571.2,36571.2,36550.0,36564.2
324,01/03/2022 14:39,36556.45,36578.75,36556.45,36566.75
325,01/03/2022 14:40,36563.05,36572.75,36553.0,36572.75
326,01/03/2022 14:41,36570.0,36595.0,36567.8,36595.0
327,01/03/2022 14:42,36592.75,36595.9,36570.0,36580.0
328,01/03/2022 14:43,36580.0,36581.55,36570.0,36574.85
329,01/03/2022 14:44,36576.0,36585.0,36568.0,36573.1
330,01/03/2022 14:45,36575.1,36586.0,36563.25,36564.3
331,01/03/2022 14:46,36565.0,36568.7,36551.0,36566.5
332,01/03/2022 14:47,36566.5,36566.5,36516.15,36516.15
333,01/03/2022 14:48,36511.6,36522.75,36486.0,36497.95
334,01/03/2022 14:49,36500.0,36514.7,36498.4,36513.05
335,01/03/2022 14:50,36510.15,36514.0,36490.1,36507.05
336,01/03/2022 14:51,36508.0,36534.95,36505.9,36523.8
337,01/03/2022 14:52,36522.4,36555.0,36520.0,36540.5
338,01/03/2022 14:53,36547.55,36547.55,36524.7,36530.0
339,01/03/2022 14:54,36530.0,36547.65,36528.1,36538.95
340,01/03/2022 14:55,36538.0,36546.9,36534.5,36545.4
341,01/03/2022 14:56,36547.8,36560.0,36546.6,36560.0
342,01/03/2022 14:57,36556.9,36563.95,36548.0,36550.5
343,01/03/2022 14:58,36543.45,36552.25,36525.0,36525.35
344,01/03/2022 14:59,36532.4,36533.25,36511.05,36516.15
345,01/03/2022 15:00,36516.15,36563.1,36497.45,36558.95
346,01/03/2022 15:01,36561.75,36562.5,36548.55,36557.0
347,01/03/2022 15:02,36560.0,36560.0,36536.4,36552.0
348,01/03/2022 15:03,36550.8,36554.0,36541.85,36546.3
349,01/03/2022 15:04,36546.05,36551.2,36532.05,36549.8
350,01/03/2022 15:05,36540.45,36545.6,36535.0,36535.0
351,01/03/2022 15:06,36536.5,36547.65,36530.55,36540.85
352,01/03/2022 15:07,36540.0,36543.9,36534.65,36540.3
353,01/03/2022 15:08,36540.05,36555.5,36539.1,36551.5
354,01/03/2022 15:09,36545.0,36551.5,36540.15,36546.0
355,01/03/2022 15:10,36545.35,36545.35,36529.3,36541.55
356,01/03/2022 15:11,36541.05,36545.75,36534.95,36540.0
357,01/03/2022 15:12,36541.55,36541.55,36531.1,36534.7
358,01/03/2022 15:13,36534.75,36549.0,36532.55,36549.0
359,01/03/2022 15:14,36544.8,36568.05,36544.8,36564.95
360,01/03/2022 15:15,36566.8,36567.9,36557.9,36564.8
361,01/03/2022 15:16,36563.95,36574.95,36563.3,36573.5
362,01/03/2022 15:17,36573.5,36581.8,36571.05,36581.8
363,01/03/2022 15:18,36581.9,36602.15,36575.0,36602.15
364,01/03/2022 15:19,36601.4,36609.1,36598.5,36603.4
365,01/03/2022 15:20,36602.45,36602.45,36591.9,36596.05
366,01/03/2022 15:21,36596.4,36606.2,36596.0,36598.2
367,01/03/2022 15:22,36597.95,36597.95,36587.15,36594.7
368,01/03/2022 15:23,36588.6,36593.2,36566.25,36587.0
369,01/03/2022 15:24,36587.0,36607.7,36584.85,36599.5
370,01/03/2022 15:25,36599.1,36626.25,36595.35,36619.75
371,01/03/2022 15:26,36618.1,36619.95,36608.95,36619.95
372,01/03/2022 15:27,36618.2,36625.0,36617.35,36625.0
373,01/03/2022 15:28,36622.0,36631.85,36618.1,36631.65
374,01/03/2022 15:29,36628.5,36642.0,36624.6,36642.0
375,01/03/2022 15:30,36640.0,36644.0,36640.0,36640.0
